num_steps,num_episodes,rew_mean,rew_std,entropy
10000,126,1.504,2.1600888870599753,2.703619761062646
20000,119,1.6440677966101696,1.8979267177402015,2.6980813462675846
30000,116,1.6,2.264278366663236,2.6879366906619957
40000,120,1.7394957983193278,2.1002688298275944,2.6799738377818207
50000,111,2.227272727272727,2.481418549243341,2.6662683704790457
60000,109,2.138888888888889,2.3232254611229357,2.6600528008365183
70000,107,2.3679245283018866,2.654030298337361,2.659085321065497
80000,112,2.5405405405405403,2.58820534637867,2.651083263244277
90000,112,2.2432432432432434,2.390733673873207,2.6496950156946024
100000,108,2.364485981308411,2.6524279949689613,2.626531526272463
110000,109,2.712962962962963,2.5460605951516184,2.620693035003062
120000,107,2.2169811320754715,2.29439315354632,2.612435649582398
130000,115,2.4649122807017543,2.3884951753837895,2.596241427724614
140000,110,2.761467889908257,2.785608765408931,2.5907064936730992
150000,111,2.690909090909091,2.553946872607019,2.582227792767743
160000,107,3.1037735849056602,3.043487464856099,2.573334112487247
170000,119,2.305084745762712,2.54621179094426,2.5536441309053455
180000,112,2.2162162162162162,2.136788047621419,2.557653160995114
190000,106,3.3333333333333335,3.5954115379166436,2.5140270350247396
200000,106,2.8857142857142857,2.819369351010074,2.5201637859830925
210000,107,2.481132075471698,2.6394365181794894,2.502559312255614
220000,103,3.3333333333333335,3.2033479218618655,2.453821399611553
230000,104,3.0776699029126213,2.9648075639130296,2.440808415159553
240000,98,3.443298969072165,2.991290009498707,2.4507989383814786
250000,108,3.149532710280374,3.077818557251214,2.43098220740095
260000,105,2.9134615384615383,2.6929772519072532,2.405456793785265
270000,106,2.9238095238095236,2.710456781378154,2.41502585605781
280000,99,3.4081632653061225,3.0899334075575737,2.4381744115356887
290000,107,3.339622641509434,3.0246995561163397,2.4474345204947747
300000,103,3.5980392156862746,3.1256679409197488,2.4075547851912567
310000,105,3.576923076923077,3.4297687399396852,2.4184071245493515
320000,106,3.2285714285714286,2.701876395104293,2.450260412879183
330000,101,3.21,3.4504927184389182,2.4509199133491157
340000,101,3.69,3.2301547950523983,2.4092455142602587
350000,103,4.049019607843137,4.126379629015342,2.426683522544604
360000,105,3.4326923076923075,2.9179959636344566,2.438837969888941
370000,98,3.917525773195876,3.3450073677905183,2.391503034804716
380000,102,3.3564356435643563,3.3495504602054007,2.3751118490496914
390000,99,3.7346938775510203,3.824067234295377,2.3871531496330034
400000,90,5.325842696629214,4.169917092644086,2.34626187875922
410000,98,3.9381443298969074,3.577750352863696,2.371038434537667
420000,102,4.099009900990099,3.454097725732709,2.369121407316247
430000,100,4.171717171717172,3.081520036960652,2.3788192425198273
440000,102,3.3366336633663365,3.087109025143784,2.391455089389178
450000,97,4.208333333333333,4.415683852914392,2.330633715017501
460000,91,5.011111111111111,4.743403476746405,2.318828721994728
470000,92,4.637362637362638,3.5964466086893996,2.299245013023461
480000,94,5.290322580645161,4.4445947482967325,2.2421590957429833
490000,100,4.383838383838384,3.177277504014495,2.315327973385338
500000,96,4.631578947368421,4.255158186382233,2.289111243962791
510000,94,4.559139784946237,3.7858320077907393,2.2962992330800747
520000,90,5.49438202247191,4.271998178642928,2.2746834840163754
530000,94,5.193548387096774,4.212776431097593,2.296971351772688
540000,89,4.954545454545454,3.7565370020717066,2.264424845475145
550000,95,5.031914893617022,4.233735154028772,2.263224387417568
560000,101,4.41,4.0449845487962,2.310715170049704
570000,92,5.274725274725275,4.437764841973704,2.3045277352039806
580000,97,4.791666666666667,4.337137753045075,2.220252553329822
590000,90,5.47191011235955,5.436228632492309,2.245521893386007
600000,89,6.0227272727272725,5.3682087598431,2.228971251367455
610000,86,5.752941176470588,4.687670642799398,2.1890620387527635
620000,83,6.621951219512195,5.028310689273722,2.194207657510708
630000,87,5.6395348837209305,4.27516568616141,2.1842401827134212
640000,91,5.433333333333334,4.93974808174578,2.1760425085704624
650000,90,5.640449438202247,4.693402472012968,2.146884908857491
660000,88,6.425287356321839,5.643900550432605,2.1663221293368524
670000,85,5.845238095238095,5.927124990886928,2.187642122506901
680000,89,6.204545454545454,4.817484941027298,2.188331294358421
690000,88,5.022988505747127,3.8025309523455615,2.2088439234972763
700000,79,7.269230769230769,7.233598737166399,2.152811691001039
710000,91,5.466666666666667,4.536763408226422,2.136021212887742
720000,88,5.873563218390805,6.606866156274318,2.2425654939556505
730000,91,5.766666666666667,4.195367815950243,2.2201540925385945
740000,89,5.568181818181818,4.554706493251724,2.231915071352322
750000,81,6.9125,6.189090704618894,2.231992670528726
760000,86,6.317647058823529,5.711107371153538,2.193945686754975
770000,84,6.180722891566265,4.8049787891493105,2.19940763230389
780000,85,5.916666666666667,4.7714636202495635,2.2084308081845405
790000,93,5.5,4.605053934443161,2.2008339821701135
800000,92,5.923076923076923,4.90846044489897,2.1931613888200845
810000,84,6.9156626506024095,6.05239138096373,2.195149096195561
820000,84,6.891566265060241,5.626983287722449,2.185001570623487
830000,87,5.988372093023256,5.3515791758601745,2.2031121022348183
840000,81,6.575,4.6978053386661305,2.1938421411371682
850000,88,6.241379310344827,4.707454389915546,2.1579151389704836
860000,80,6.8734177215189876,5.859898233461174,2.1702669605841676
870000,86,6.435294117647059,5.876067229871132,2.207760678200241
880000,86,6.588235294117647,5.883764536511235,2.1740203748736358
890000,88,6.482758620689655,5.789133834256333,2.1795136474783243
900000,82,6.901234567901234,6.512295945044428,2.1770842324287596
910000,86,5.9411764705882355,5.305608444736393,2.1845021420248276
920000,84,6.385542168674699,5.896356492510949,2.214013606162427
930000,78,8.285714285714286,6.907284208655857,2.1424097948630836
940000,86,6.729411764705882,5.694968337037669,2.199162099392689
950000,80,7.443037974683544,6.5288974691838195,2.184245718190615
960000,85,6.9523809523809526,6.591669999225144,2.1506077632149996
970000,79,7.423076923076923,6.593546243942323,2.1921307002151815
980000,87,6.186046511627907,6.01453980127262,2.2064344183657156
990000,77,7.407894736842105,6.289459920707248,2.14838623840641
1000000,86,6.682352941176471,5.696669335891925,2.150240457267865
1010000,77,7.592105263157895,7.536189235910015,2.1288833013062303
1020000,81,6.8875,6.859288866201802,2.165261794517982
1030000,77,7.118421052631579,5.769628067149649,2.1316273027685018
1040000,78,7.467532467532467,6.9292986387923285,2.1245717441856735
1050000,84,6.9397590361445785,5.685215231729845,2.099640819264031
1060000,74,7.712328767123288,8.373931258007197,2.0809456220160976
1070000,74,8.493150684931507,7.6015919163176315,2.087497409504358
1080000,83,6.682926829268292,5.429993596502731,2.106144299906314
1090000,79,7.743589743589744,6.72240016934561,2.0828764290203003
